species.watershed,Watershed_name,Genus_spp,numyears,percyears,chiPval,chi_fearly,chi_flate,runsPval,numtransitions,trend,classification
symphy_drumm.N20B,N20B,symphy_drumm,31,0.74,0.005627304907732369,0.5,1,NA,5,1,Increasing
symphy_erico.N20B,N20B,symphy_erico,31,0.97,5.338986932222854e-4,0.9375,0.26666666666666666,NA,4,-1,Decreasing
symphy_oblon.N20B,N20B,symphy_oblon,31,0.97,7.155493279836431e-6,0.9375,0.06666666666666667,NA,4,-1,Decreasing
symphy_seric.N20B,N20B,symphy_seric,31,0.97,2.918006686601915e-4,0.6875,0,NA,4,-1,Decreasing
tragia_beton.N20B,N20B,tragia_beton,31,0.97,0.028802456421696293,0.375,0,NA,6,-1,Decreasing
triden_flavu.N20B,N20B,triden_flavu,31,0.97,0.24735482306428383,0.1875,0,0.7421078985573584,6,0,Random
vernon_baldw.N20B,N20B,vernon_baldw,31,0.97,0.0607219234556129,0.3125,0,0.001133670762583116,4,0,Recurrent
acalyp_virgi.N4A,N4A,acalyp_virgi,31,0.65,0.5366545109001994,0.5625,0.7333333333333333,0.8693428225672091,17,0,Random
agrost_hyema.N4A,N4A,agrost_hyema,31,0.9,0.9530952817995972,0.9375,0.8666666666666667,0.003387153153070865,3,0,Recurrent
allium_stell.N4A,N4A,allium_stell,31,0.18999999999999995,0.20178086785522442,0.3125,0.06666666666666667,0.1580272246149236,8,0,Random
ambros_artem.N4A,N4A,ambros_artem,31,0.87,0.7605990847392358,0.3125,0.2,0.524803430044251,12,0,Random
asclep_syria.N4A,N4A,asclep_syria,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
asclep_virdf.N4A,N4A,asclep_virdf,31,0.94,0.4938029646320821,0.875,1,0.10227869721951265,3,0,Random
bromus_arven.N4A,N4A,bromus_arven,31,0.84,0.0028758670616075917,0,0.5333333333333333,NA,2,1,Increasing
carex_gravi.N4A,N4A,carex_gravi,31,0.9,0.24735482306428383,0.8125,1,0.003387153153070865,3,0,Recurrent
chlori_verti.N4A,N4A,chlori_verti,31,0.74,0.005627304907732369,0.5,1,NA,3,1,Increasing
cirsiu_altis.N4A,N4A,cirsiu_altis,31,0.94,0.24735482306428383,0.1875,0,0.0560820490128325,4,0,Random
conyza_canad.N4A,N4A,conyza_canad,31,0.71,0.0022718372541295786,0.4375,1,NA,5,1,Increasing
desmod_sessi.N4A,N4A,desmod_sessi,31,0.6799999999999999,0.07216789010665725,0.5,0.8666666666666667,0.028025026034106518,9,0,Recurrent
dichan_ovale.N4A,N4A,dichan_ovale,31,0.97,0.9999999999999996,0.125,0.06666666666666667,0.0560820490128325,4,0,Random
eleoch_compr.N4A,N4A,eleoch_compr,31,0.48,0.8618712493148953,0.4375,0.5333333333333333,9.580607150506351e-4,7,0,Recurrent
eupato_altis.N4A,N4A,eupato_altis,31,0.97,0.01307691769989149,0.4375,0,NA,2,-1,Decreasing
helian_annuu.N4A,N4A,helian_annuu,31,0.39,0.21144981550278782,0.25,0.5333333333333333,0.5445789149211955,15,0,Random
hymeno_scabi.N4A,N4A,hymeno_scabi,31,0.87,0.12381749876088588,0.75,1,0.047322364103480605,5,0,Recurrent
lactuc_serri.N4A,N4A,lactuc_serri,31,0.16000000000000003,0.36899585542689983,0.25,0.06666666666666667,0.04834969544775515,6,0,Recurrent
lesped_viola.N4A,N4A,lesped_viola,31,0.97,0.019726940183490724,0.75,0.26666666666666666,NA,10,-1,Decreasing
oenoth_curti.N4A,N4A,oenoth_curti,31,0.29000000000000004,0.49850501549688025,0.375,0.2,0.10767605225207548,10,0,Random
oenoth_glauc.N4A,N4A,oenoth_glauc,31,0.39,0.33506173744419815,0.5,0.26666666666666666,0.03464647108891813,10,0,Recurrent
oenoth_serru.N4A,N4A,oenoth_serru,31,0.13,0.12381749876088588,0.25,0,0.005854677406542337,4,0,Recurrent
oenoth_speci.N4A,N4A,oenoth_speci,31,0.65,1,0.625,0.6666666666666666,0.6265707658860669,15,0,Random
pediom_argop.N4A,N4A,pediom_argop,31,0.97,1.4801804780535321e-4,0.9375,0.2,NA,8,-1,Decreasing
persica_pensy.N4A,N4A,persica_pensy,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
planta_rhodo.N4A,N4A,planta_rhodo,31,0.84,0.9999999999999999,0.8125,0.8666666666666667,0.1672182308522738,7,0,Random
prunus_ameri.N4A,N4A,prunus_ameri,31,0.97,0.012764441573415098,0.0625,0.5333333333333333,NA,7,1,Increasing
spheno_obtus.N4A,N4A,spheno_obtus,31,0.87,0.640592006524916,0.8125,0.9333333333333333,0.047322364103480605,5,0,Recurrent
sporob_crypt.N4A,N4A,sporob_crypt,31,0.31999999999999995,0.04074992922062589,0.125,0.5333333333333333,NA,9,1,Increasing
stroph_leios.N4A,N4A,stroph_leios,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
tragia_beton.N4A,N4A,tragia_beton,31,0.39,0.8211111546026745,0.4375,0.3333333333333333,0.03464647108891813,10,0,Recurrent
triden_flavu.N4A,N4A,triden_flavu,31,0.74,0.05148761028667245,0.5625,0.9333333333333333,0.009423484253754045,7,0,Recurrent
trioda_lepto.N4A,N4A,trioda_lepto,31,0.42000000000000004,0.5648742938932729,0.5,0.3333333333333333,0.6327408073507788,16,0,Random
vulpia_octof.N4A,N4A,vulpia_octof,31,0.87,0.12381749876088588,0.75,1,0.510929583565928,7,0,Random
ambros_artem.N4D,N4D,ambros_artem,31,0.74,0.2601470231694908,0.625,0.8666666666666667,0.3372652476132434,11,0,Random
antenn_negle.N4D,N4D,antenn_negle,31,0.97,0.20151722122503768,0.1875,0.4666666666666667,0.5752316355407165,14,0,Random
bromus_arven.N4D,N4D,bromus_arven,31,0.97,0.30337022879060743,0.4375,0.2,0.009884131621000238,8,0,Recurrent
bromus_inerm.N4D,N4D,bromus_inerm,31,0.61,0.01805085266521226,0.6875,0.2,NA,6,-1,Decreasing
eupato_altis.N4D,N4D,eupato_altis,31,0.97,0.9999999999999996,0.125,0.06666666666666667,0.0560820490128325,4,0,Random
euphor_cyath.N4D,N4D,euphor_cyath,31,0.18999999999999995,0.20178086785522442,0.3125,0.06666666666666667,3.451392902386525e-4,4,0,Recurrent
monard_fistu.N4D,N4D,monard_fistu,31,0.94,0.4938029646320821,0.875,1,0.10227869721951265,3,0,Random
oenoth_serru.N4D,N4D,oenoth_serru,31,0.31999999999999995,0.0048793920520536944,0.0625,0.6,NA,5,1,Increasing
polygo_tenue.N4D,N4D,polygo_tenue,31,0.18999999999999995,0.7137617291360441,0.25,0.13333333333333333,0.1580272246149236,8,0,Random
solanu_carol.N4D,N4D,solanu_carol,31,0.81,0.14634529452104464,0.9375,0.6666666666666666,0.05476579991427084,7,0,Random
spheno_obtus.N4D,N4D,spheno_obtus,31,0.97,0.9999999999999996,0.125,0.06666666666666667,0.7421078985573584,6,0,Random
torili_arven.N4D,N4D,torili_arven,31,0.9,0.5648742938932729,0.5,0.3333333333333333,0.06200509991426033,11,0,Random
toxico_nutta.N4D,N4D,toxico_nutta,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
baptis_austr.1D,1D,baptis_austr,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
mirabi_linea.1D,1D,mirabi_linea,31,0.13,0.12381749876088588,0.25,0,0.005854677406542337,4,0,Recurrent
carex_gravi.20B,20B,carex_gravi,31,0.84,0.0607219234556129,0.6875,1,0.009213517951520575,5,0,Recurrent
chenop_album.20B,20B,chenop_album,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
sisyri_campe.20B,20B,sisyri_campe,31,0.52,0.3717703175791154,0.625,0.4,0.10129471700682195,12,0,Random
agrost_hyema.4A,4A,agrost_hyema,31,0.87,0.8430306226434657,0.5,0.4,0.10791625276542875,12,0,Random
aristi_oliga.4A,4A,aristi_oliga,31,0.22999999999999998,0.9226879138461672,0.1875,0.26666666666666666,0.06607865080611015,8,0,Random
astrag_crass.4A,4A,astrag_crass,31,0.29000000000000004,0.02379624189979081,0.5,0.06666666666666667,NA,8,-1,Decreasing
chenop_album.4A,4A,chenop_album,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
chlori_verti.4A,4A,chlori_verti,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
eleoch_compr.4A,4A,eleoch_compr,31,0.42000000000000004,0.87862332033474,0.375,0.4666666666666667,7.505385230943867e-5,5,0,Recurrent
prunus_ameri.4A,4A,prunus_ameri,31,0.71,0.010261748444302629,0.5625,0.06666666666666667,NA,6,-1,Decreasing
stenar_nigri.4A,4A,stenar_nigri,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
teucri_canad.4A,4A,teucri_canad,31,0.71,0.49850501549688025,0.625,0.8,0.0049570404947700255,7,0,Recurrent
vicia_ameri.4A,4A,vicia_ameri,31,0.26,0.2601470231694908,0.375,0.13333333333333333,0.1835045895181674,10,0,Random
viola_pedat.4A,4A,viola_pedat,31,0.55,0.01805085266521226,0.3125,0.8,NA,11,1,Increasing
agrost_hyema.4B,4B,agrost_hyema,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
ambros_artem.4B,4B,ambros_artem,31,0.48,0.8618712493148953,0.4375,0.5333333333333333,0.8212820423593377,18,0,Random
calyst_macou.4B,4B,calyst_macou,31,0.18999999999999995,0.7137617291360441,0.25,0.13333333333333333,3.288173608173529e-5,3,0,Recurrent
desman_illin.4B,4B,desman_illin,31,0.16000000000000003,0.0607219234556129,0.3125,0,0.001133670762583116,4,0,Recurrent
euphor_serpe.4B,4B,euphor_serpe,31,0.13,0.12381749876088588,0.25,0,0.2055398893616577,6,0,Random
mirabi_linea.4B,4B,mirabi_linea,31,0.13,0.12381749876088588,0.25,0,0.2055398893616577,6,0,Random
symphy_laeve.4B,4B,symphy_laeve,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
cannab_sativ.N1B,N1B,cannab_sativ,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
digita_cogna.N1B,N1B,digita_cogna,31,0.52,0.04730981560851306,0.3125,0.7333333333333333,NA,13,1,Increasing
planta_rhodo.N1B,N1B,planta_rhodo,31,0.81,0.9999999999999997,0.8125,0.8,0.002589305566365421,5,0,Recurrent
viola_nephr.N1B,N1B,viola_nephr,31,0.6799999999999999,0.04074992922062589,0.875,0.4666666666666667,NA,2,-1,Decreasing
bromus_arven.N20B,N20B,bromus_arven,31,0.94,0.7605990847392358,0.3125,0.2,0.03099322590817793,8,0,Recurrent
celtis_occid.N20B,N20B,celtis_occid,31,0.6799999999999999,0.9999999999999997,0.6875,0.6666666666666666,1.6474945821656675e-4,5,0,Recurrent
helian_annuu.N20B,N20B,helian_annuu,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
pariet_pensy.N20B,N20B,pariet_pensy,31,0.18999999999999995,0.5872145938600922,0.125,0.26666666666666666,0.1580272246149236,8,0,Random
symphy_laeve.N20B,N20B,symphy_laeve,31,0.29000000000000004,0.0022718372541295786,0.5625,0,NA,2,-1,Decreasing
torili_arven.N20B,N20B,torili_arven,31,0.52,0.5856318386342959,0.4375,0.6,0.008859362878385164,9,0,Recurrent
veroni_pereg.N20B,N20B,veroni_pereg,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
gerani_carol.N4A,N4A,gerani_carol,31,0.42000000000000004,0.5648742938932729,0.5,0.3333333333333333,0.06200509991426033,11,0,Random
glandu_bipin.N4A,N4A,glandu_bipin,31,0.18999999999999995,0.20178086785522442,0.3125,0.06666666666666667,0.013974368446475812,6,0,Recurrent
liatri_punct.N4A,N4A,liatri_punct,31,0.77,0.4457475743700233,0.6875,0.8666666666666667,0.16471815196577136,9,0,Random
mirabi_linea.N4A,N4A,mirabi_linea,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
pediom_tenui.N4A,N4A,pediom_tenui,31,0.9,1,0.25,0.26666666666666666,0.524803430044251,12,0,Random
asclep_tuber.N4D,N4D,asclep_tuber,31,0.61,0.0887889536306751,0.4375,0.8,0.5445789149211955,15,0,Random
chenop_album.N4D,N4D,chenop_album,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
euphor_missu.N4D,N4D,euphor_missu,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
geum_canad.N4D,N4D,geum_canad,31,0.9,0.9999999999999996,0.875,0.9333333333333333,0.003387153153070865,3,0,Recurrent
melilo_offic.N4D,N4D,melilo_offic,31,0.16000000000000003,0.36899585542689983,0.25,0.06666666666666667,8.89012572017322e-5,3,0,Recurrent
nothoc_cuspi.N4D,N4D,nothoc_cuspi,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
opunti_macro.N4D,N4D,opunti_macro,31,0.35,0.016999777502603453,0.125,0.6,NA,5,1,Increasing
prunus_ameri.N4D,N4D,prunus_ameri,31,0.94,0.37829294350114534,0.3125,0.5333333333333333,0.0038548663576638852,8,0,Recurrent
scroph_maril.N4D,N4D,scroph_maril,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
solanu_rostr.N4D,N4D,solanu_rostr,31,0.26,0.6053967742246604,0.1875,0.3333333333333333,0.08314230445910545,9,0,Random
solida_rigid.N4D,N4D,solida_rigid,31,0.94,0.9999999999999997,0.3125,0.26666666666666666,0.0049570404947700255,7,0,Recurrent
celtis_occid.20B,20B,celtis_occid,31,0.6799999999999999,0.07216789010665725,0.5,0.8666666666666667,1.6474945821656675e-4,5,0,Recurrent
draba_repta.20B,20B,draba_repta,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
helian_annuu.20B,20B,helian_annuu,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
viola_nephr.20B,20B,viola_nephr,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
helian_pauci.4A,4A,helian_pauci,31,0.9,0.5366545109001994,0.5625,0.7333333333333333,1.1673453395695353e-4,5,0,Recurrent
oenoth_macro.4A,4A,oenoth_macro,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
silene_antir.4A,4A,silene_antir,31,0.35,0.5366545109001994,0.4375,0.26666666666666666,0.7651714952570862,16,0,Random
draba_repta.4B,4B,draba_repta,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
planta_rhodo.4B,4B,planta_rhodo,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
verben_stric.4B,4B,verben_stric,31,0.26,1,0.25,0.26666666666666666,0.03099322590817793,8,0,Recurrent
viola_nephr.4B,4B,viola_nephr,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
acalyp_virgi.N1B,N1B,acalyp_virgi,31,0.74,0.05148761028667245,0.5625,0.9333333333333333,0.009423484253754045,7,0,Recurrent
bromus_tecto.N1B,N1B,bromus_tecto,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
chenop_album.N1B,N1B,chenop_album,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
dalea_multi.N1B,N1B,dalea_multi,31,0.65,0.004087560306914374,0.375,0.9333333333333333,NA,7,1,Increasing
hedeom_hispi.N1B,N1B,hedeom_hispi,31,0.84,0.0607219234556129,0.6875,1,0.009213517951520575,5,0,Recurrent
hierac_longi.N1B,N1B,hierac_longi,31,0.5800000000000001,0.019402368747087714,0.8125,0.3333333333333333,NA,3,-1,Decreasing
muhlen_racem.N1B,N1B,muhlen_racem,31,0.55,0.8430306226434657,0.5,0.6,0.0033299480393728822,8,0,Recurrent
panicu_capil.N1B,N1B,panicu_capil,31,0.26,0.03082268374448432,0.0625,0.4666666666666667,NA,10,1,Increasing
solida_rigid.N1B,N1B,solida_rigid,31,0.9,9.026264971155701e-5,0.25,1,NA,7,1,Increasing
torili_arven.N1B,N1B,torili_arven,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
agalin_asper.N20B,N20B,agalin_asper,31,0.39,1,0.375,0.4,0.3921499298999891,14,0,Random
eriger_annuu.N20B,N20B,eriger_annuu,31,0.42000000000000004,0.9999999999999997,0.4375,0.4,0.011037686739147493,9,0,Recurrent
gerani_carol.N20B,N20B,gerani_carol,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
oenoth_glauc.N20B,N20B,oenoth_glauc,31,0.13,1,0.125,0.13333333333333333,0.2055398893616577,6,0,Random
draba_repta.N4A,N4A,draba_repta,31,0.39,0.21144981550278782,0.25,0.5333333333333333,0.25481427188414496,13,0,Random
lithos_incis.N4A,N4A,lithos_incis,31,0.77,0.01307691769989149,0.5625,1,NA,3,1,Increasing
solanu_rostr.N4A,N4A,solanu_rostr,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
stenar_nigri.N4A,N4A,stenar_nigri,31,0.44999999999999996,0.6001627353234458,0.375,0.5333333333333333,0.0010269894884793185,7,0,Recurrent
agerat_altis.N4D,N4D,agerat_altis,31,0.35,0.0017018576035889687,0.0625,0.6666666666666666,NA,7,1,Increasing
calyst_macou.N4D,N4D,calyst_macou,31,0.71,0.9084960462271647,0.75,0.6666666666666666,2.582679536782227e-4,5,0,Recurrent
desman_illin.N4D,N4D,desman_illin,31,0.48,0.0068781768234081634,0.75,0.2,NA,6,-1,Decreasing
trades_bract.N4D,N4D,trades_bract,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
desman_illin.1D,1D,desman_illin,31,0.18999999999999995,0.20178086785522442,0.3125,0.06666666666666667,0.002589305566365421,5,0,Recurrent
allium_stell.20B,20B,allium_stell,31,0.16000000000000003,0.0607219234556129,0.3125,0,0.001133670762583116,4,0,Recurrent
triden_flavu.20B,20B,triden_flavu,31,0.71,0.0022718372541295786,0.4375,1,NA,5,1,Increasing
arnogl_plant.4A,4A,arnogl_plant,31,0.39,0.014700550967152358,0.625,0.13333333333333333,NA,8,-1,Decreasing
cuscut_glome.4A,4A,cuscut_glome,31,0.22999999999999998,0.10478287613147351,0.375,0.06666666666666667,0.06607865080611015,8,0,Random
juncus_inter.4A,4A,juncus_inter,31,0.74,0.016999777502603453,0.125,0.6,NA,9,1,Increasing
lithos_incis.4A,4A,lithos_incis,31,0.52,0.8618712493148953,0.5625,0.4666666666666667,0.050507376866251494,11,0,Random
taraxa_offic.4A,4A,taraxa_offic,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
solanu_ptyca.4B,4B,solanu_ptyca,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
agrost_hyema.N1B,N1B,agrost_hyema,31,0.35,0.5366545109001994,0.4375,0.26666666666666666,0.46912551414965753,14,0,Random
cyperu_lupul.N1B,N1B,cyperu_lupul,31,0.84,0.36899585542689983,0.75,0.9333333333333333,8.89012572017322e-5,3,0,Recurrent
desman_illin.N1B,N1B,desman_illin,31,0.55,0.04900634866838942,0.75,0.3333333333333333,NA,6,-1,Decreasing
eriger_annuu.N1B,N1B,eriger_annuu,31,0.65,2.918006686601915e-4,0.3125,1,NA,5,1,Increasing
eupato_altis.N1B,N1B,eupato_altis,31,0.81,0.028802456421696293,0.625,1,NA,3,1,Increasing
lithos_incis.N1B,N1B,lithos_incis,31,0.84,0.36899585542689983,0.75,0.9333333333333333,8.89012572017322e-5,3,0,Recurrent
taraxa_offic.N1B,N1B,taraxa_offic,31,0.13,1,0.125,0.13333333333333333,0.2055398893616577,6,0,Random
thlasp_arven.N1B,N1B,thlasp_arven,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
cyperu_lupul.N20B,N20B,cyperu_lupul,31,0.6799999999999999,0.07216789010665725,0.5,0.8666666666666667,0.1421962667157867,11,0,Random
melilo_offic.N20B,N20B,melilo_offic,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
rumex_crisp.N20B,N20B,rumex_crisp,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
solanu_ptyca.N20B,N20B,solanu_ptyca,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
cuscut_glome.N4A,N4A,cuscut_glome,31,0.44999999999999996,0.04900634866838942,0.25,0.6666666666666666,NA,14,1,Increasing
gledit_triac.N4D,N4D,gledit_triac,31,0.84,0.0607219234556129,0.6875,1,8.89012572017322e-5,3,0,Recurrent
oenoth_glauc.N4D,N4D,oenoth_glauc,31,0.22999999999999998,0.33875884132344075,0.125,0.3333333333333333,0.7310353554048772,12,0,Random
physal_heter.N4D,N4D,physal_heter,31,0.29000000000000004,0.14193493503497973,0.4375,0.13333333333333333,0.016495127877457202,8,0,Recurrent
rubus_pensi.N4D,N4D,rubus_pensi,31,0.84,0.0887889536306751,0.5625,0.2,0.004828185087321806,8,0,Recurrent
agrost_hyema.1D,1D,agrost_hyema,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
cyperu_lupul.1D,1D,cyperu_lupul,31,0.74,0.7605990847392358,0.6875,0.8,9.465071008334956e-6,3,0,Recurrent
mirabi_albid.1D,1D,mirabi_albid,31,0.61,0.0887889536306751,0.4375,0.8,0.013825547448709034,9,0,Recurrent
physal_virgi.1D,1D,physal_virgi,31,0.31999999999999995,0.04074992922062589,0.125,0.5333333333333333,NA,3,1,Increasing
poa_prate.1D,1D,poa_prate,31,0.09999999999999998,NA,NA,NA,NA,6,NA,Rare
bromus_inerm.20B,20B,bromus_inerm,31,0.84,0.0421253835255355,0.375,0.8,NA,7,1,Increasing
cyperu_lupul.20B,20B,cyperu_lupul,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
carex_gravi.4A,4A,carex_gravi,31,0.77,0.4457475743700233,0.6875,0.8666666666666667,9.779564656475287e-4,5,0,Recurrent
euphor_nutan.4A,4A,euphor_nutan,31,0.39,1,0.375,0.4,0.001471672169274707,7,0,Recurrent
mirabi_albid.4A,4A,mirabi_albid,31,0.18999999999999995,0.7137617291360441,0.25,0.13333333333333333,0.1580272246149236,8,0,Random
physal_heter.4A,4A,physal_heter,31,0.09999999999999998,NA,NA,NA,NA,3,NA,Rare
solanu_rostr.4A,4A,solanu_rostr,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
toxico_nutta.4A,4A,toxico_nutta,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
lithos_occid.4B,4B,lithos_occid,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
oenoth_serru.4B,4B,oenoth_serru,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
desmod_sessi.N1B,N1B,desmod_sessi,31,0.13,0.5450438219949827,0.0625,0.2,3.755965225892386e-4,3,0,Recurrent
euphor_nutan.N1B,N1B,euphor_nutan,31,0.84,0.0607219234556129,0.6875,1,1.371221887965171e-7,1,0,Recurrent
oenoth_curti.N1B,N1B,oenoth_curti,31,0.16000000000000003,0.36899585542689983,0.25,0.06666666666666667,0.04834969544775515,6,0,Recurrent
physal_heter.N1B,N1B,physal_heter,31,0.22999999999999998,0.9999999999999998,0.25,0.2,0.005137313835460302,6,0,Recurrent
lamium_ample.N20B,N20B,lamium_ample,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
asclep_tuber.N4A,N4A,asclep_tuber,31,0.6799999999999999,0.07216789010665725,0.5,0.8666666666666667,0.028025026034106518,9,0,Recurrent
calyst_macou.N4A,N4A,calyst_macou,31,0.39,0.0887889536306751,0.5625,0.2,3.907149978571431e-4,6,0,Recurrent
croton_monan.N4A,N4A,croton_monan,31,0.52,6.219543127899331e-4,0.1875,0.8666666666666667,NA,9,1,Increasing
desman_illin.N4A,N4A,desman_illin,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
galium_apari.N4A,N4A,galium_apari,31,0.35,0.016999777502603453,0.125,0.6,NA,7,1,Increasing
helian_maxim.N4A,N4A,helian_maxim,31,0.84,0.07216789010665725,0.5,0.8666666666666667,0.002972599617536712,7,0,Recurrent
helian_pauci.N4A,N4A,helian_pauci,31,0.84,0.5366545109001994,0.5625,0.7333333333333333,0.01882099292415999,9,0,Recurrent
tragop_dubiu.N4A,N4A,tragop_dubiu,31,0.35,0.8939812654690358,0.3125,0.4,0.01882099292415999,9,0,Recurrent
draba_repta.N4D,N4D,draba_repta,31,0.31999999999999995,0.6111614453463713,0.25,0.4,0.40890539535182613,13,0,Random
euphor_nutan.N4D,N4D,euphor_nutan,31,0.6799999999999999,0.794548815675884,0.625,0.7333333333333333,0.002972599617536712,7,0,Recurrent
euphor_serpe.N4D,N4D,euphor_serpe,31,0.35,0.10193077872193111,0.1875,0.5333333333333333,0.1899789731215372,12,0,Random
mirabi_linea.N4D,N4D,mirabi_linea,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
stenar_nigri.N4D,N4D,stenar_nigri,31,0.35,0.004087560306914374,0.625,0.06666666666666667,NA,6,-1,Decreasing
elymus_canad.1D,1D,elymus_canad,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
gledit_triac.20B,20B,gledit_triac,31,0.81,0.006424433886882116,0.125,0.6666666666666666,NA,3,1,Increasing
bromus_arven.4A,4A,bromus_arven,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
chenop_berla.4A,4A,chenop_berla,31,0.06000000000000005,NA,NA,NA,NA,3,NA,Rare
viola_nephr.4A,4A,viola_nephr,31,0.06000000000000005,NA,NA,NA,NA,2,NA,Rare
solanu_rostr.4B,4B,solanu_rostr,31,0.06000000000000005,NA,NA,NA,NA,4,NA,Rare
stroph_leios.4B,4B,stroph_leios,31,0.09999999999999998,NA,NA,NA,NA,4,NA,Rare
calyst_macou.N1B,N1B,calyst_macou,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
euphor_glypt.N1B,N1B,euphor_glypt,31,0.6799999999999999,0.07216789010665725,0.5,0.8666666666666667,0.002972599617536712,7,0,Recurrent
hordeu_pusil.N1B,N1B,hordeu_pusil,31,0.77,0.01307691769989149,0.5625,1,NA,3,1,Increasing
cercis_canad.N20B,N20B,cercis_canad,31,0.71,0.0068781768234081634,0.25,0.8,NA,3,1,Increasing
convol_arven.N20B,N20B,convol_arven,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
sparti_pecti.N20B,N20B,sparti_pecti,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
stenar_nigri.N20B,N20B,stenar_nigri,31,0.71,0.0022718372541295786,0.4375,1,NA,5,1,Increasing
stroph_leios.N20B,N20B,stroph_leios,31,0.39,0.8211111546026745,0.4375,0.3333333333333333,0.013825547448709034,9,0,Recurrent
dalea_multi.N4A,N4A,dalea_multi,31,0.65,0.03399119546863185,0.4375,0.8666666666666667,NA,9,1,Increasing
delphi_carol.N4A,N4A,delphi_carol,31,0.35,0.10193077872193111,0.1875,0.5333333333333333,0.1899789731215372,12,0,Random
helian_petio.N4A,N4A,helian_petio,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
cyperu_lupul.N4D,N4D,cyperu_lupul,31,0.74,0.05148761028667245,0.5625,0.9333333333333333,4.617575277696348e-4,5,0,Recurrent
euphor_glypt.N4D,N4D,euphor_glypt,31,0.44999999999999996,0.21263539028863307,0.3125,0.6,0.19248910452693918,13,0,Random
planta_rhodo.N4D,N4D,planta_rhodo,31,0.6799999999999999,0.30337022879060743,0.5625,0.8,1.6474945821656675e-4,5,0,Recurrent
senna_maril.N4D,N4D,senna_maril,31,0.55,0.3574664672997162,0.4375,0.6666666666666666,0.30859572413020586,14,0,Random
euphor_nutan.1D,1D,euphor_nutan,31,0.18999999999999995,0.9999999999999997,0.1875,0.2,3.451392902386525e-4,4,0,Recurrent
taraxa_offic.1D,1D,taraxa_offic,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
hybant_verti.20B,20B,hybant_verti,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
symphy_lance.20B,20B,symphy_lance,31,0.29000000000000004,0.9999999999999997,0.3125,0.26666666666666666,0.016495127877457202,8,0,Recurrent
