"","AOU_code","Watershed_name","Species","numyears","numpresent","percyears","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","chiPval","chi_fearly","chi_flate","runsPval","numtransitions","trend","classification","Common_name","Order","Family","Genus","species","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size"
"47","COPO","N4D","COPO",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Common Poorwill","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii",1039,"Caprimulgidae","Caprimulgiformes","AVIBASE-D621FFC6",5,2,3,0,4,13.9,6.2,4.2,2.6,17.2,144.2,62.2,83.2,42.8,85.4,48.3,"Dunning",NA,"NO",NA,NA,"Shrubland",3,2,"Carnivore","Invertivore","Generalist",21.41,51.9,37.31,-109.44,4384334.96
"48","BARS","N4D","BARS",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Barn Swallow","Passeriformes","Hirundinidae","Hirundo","rustica",7714,"Hirundinidae","Passeriformes","AVIBASE-58C502EA",68,23,24,21,10,12.4,6,4.5,2.7,11.7,115.8,62.3,56,52.6,71.4,17.9,"Dunning",NA,"NO",NA,NA,"Human Modified",3,3,"Carnivore","Invertivore","Aerial",-37.53,71.13,47.56,34.57,51701054.06
"49","CHSW","N4D","CHSW",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Chimney Swift","Caprimulgiformes","Apodidae","Chaetura","pelagica",1136,"Apodidae","Caprimulgiformes","AVIBASE-C3AD1AFF",5,1,3,1,4,6.3,3.5,2.9,2.4,11.6,124.4,86.8,36.6,70.3,43.8,23.6,"Dunning",NA,"NO",NA,NA,"Human Modified",1,3,"Carnivore","Invertivore","Aerial",25.48,53.93,40.95,-88.88,5841319.17
"50","GOEA","N4D","GOEA",18,1,0.0555555555555556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111111111,0,0.638163195084119,2,0,"Random","Golden Eagle","Accipitriformes","Accipitridae","Aquila","chrysaetos",3050,"Accipitridae","Accipitriformes","AVIBASE-5F8E7CA8",8,2,6,0,8,56.8,37,18.5,28.4,101.4,603.1,221.2,381.9,36.7,307.1,4248,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Vertivore","Aerial",6.36,71.12,50.67,38.05,39450257.98
"51","GRPC","N4D","GRPC",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Greater Prairie-Chicken","Galliformes","Phasianidae","Tympanuchus","cupido",370,"Phasianidae","Galliformes","AVIBASE-F59448B7",5,0,4,1,4,23.5,12.5,8.7,9,41.8,204.8,86.4,116.1,42.7,82,870.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Herbivore","Granivore","Terrestrial",28.74,47.96,41.99,-98.5,402889.24
"52","INBU","N4D","INBU",18,5,0.277777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0.0352965968414081,0,0.555555555555556,0.418962955306326,5,1,"Increasing","Indigo Bunting","Passeriformes","Cardinalidae","Passerina","cyanea",10711,"Cardinalidae","Passeriformes","AVIBASE-043F337A",31,15,16,0,15,11.7,7.6,5.1,6.2,17.2,64.8,14.7,50.3,22.5,48.9,14.7,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Herbivore","Granivore","Terrestrial",24.53,52.55,39.21,-91.56,5700834.65
"53","LASP","N4D","LASP",18,5,0.277777777777778,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0.292584140273833,0.111111111111111,0.444444444444444,0.0858445962008614,5,0,"Random","Lark Sparrow","Passeriformes","Passerellidae","Chondestes","grammacus",10305,"Passerellidae","Passeriformes","AVIBASE-78509A5D",5,2,3,0,4,15.1,9.7,5.1,7.1,20.1,85.5,24.7,60.9,28.8,64.3,29,"Dunning",NA,"NO",NA,NA,"Shrubland",3,2,"Herbivore","Granivore","Generalist",20.37,52.1,38.78,-103.76,5604939.24
"54","SUTA","N4D","SUTA",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Summer Tanager","Passeriformes","Cardinalidae","Piranga","rubra",10739,"Cardinalidae","Passeriformes","AVIBASE-891798D9",57,25,29,3,10,19.2,13.3,8.4,9,19.5,92,27.9,67.4,29.2,71.3,29.1,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",24.5,42.5,33.47,-93.77,3269576.69
"55","WEKI","N4D","WEKI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Western Kingbird","Passeriformes","Tyrannidae","Tyrannus","verticalis",5733,"Tyrannidae","Passeriformes","AVIBASE-2281F1C7",4,2,2,0,4,21.8,13.5,7.5,6.4,18.3,126.1,41.9,84.3,33.2,89.9,39.6,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",26.05,53.7,40.94,-108.96,5067458.79
"56","BEWR","N4D","BEWR",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Bewick's Wren","Passeriformes","Troglodytidae","Thryomanes","bewickii",8615,"Troglodytidae","Passeriformes","AVIBASE-603194D3",5,2,3,0,4,15.5,10.1,2.6,3,17.5,54,7.3,46.1,13.8,51.2,9.9,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Generalist",16.27,50.41,33.54,-106.62,3360146.45
"57","KILL","N4D","KILL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Killdeer","Charadriiformes","Charadriidae","Charadrius","vociferus",2373,"Charadriidae","Charadriiformes","AVIBASE-BCF9A19A",4,2,2,0,4,21.5,13.1,3.5,4.2,34.4,158.8,83.5,75.2,52.6,85.8,96.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Omnivore","Terrestrial",-18.69,68.94,44.7,-102.9,14759088.1
"58","LOSH","N4D","LOSH",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Loggerhead Shrike","Passeriformes","Laniidae","Lanius","ludovicianus",6902,"Laniidae","Passeriformes","AVIBASE-36171C2B",11,2,9,0,4,21.1,12.3,6.5,8.8,27.7,96.4,21.7,74.2,22.6,96.7,51.6,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",16.1,55.52,38.03,-101.11,8852504.29
"59","TUTI","N4D","TUTI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Tufted Titmouse","Passeriformes","Paridae","Baeolophus","bicolor",7196,"Paridae","Passeriformes","AVIBASE-B488AB70",17,5,10,2,11,13.3,8.8,4.9,5.5,20.5,77.9,12.5,65.2,16.1,68.6,21.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",25.84,45.77,36.97,-86.71,2969712.5
"60","BGGN","N4D","BGGN",18,7,0.388888888888889,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.00372018193064829,0,0.777777777777778,0.418962955306326,1,1,"Increasing","Blue-gray Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","caerulea",8571,"Polioptilidae","Passeriformes","AVIBASE-A15C5071",8,3,3,2,7,11.3,7.4,2.8,2.3,15.9,50.8,9.6,40.8,19.1,49.1,5.8,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",14.44,46.6,33.81,-96.34,6582606.18
"61","EATO","N4D","EATO",18,8,0.444444444444444,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.00089891278811409,0,0.888888888888889,0.418962955306326,3,1,"Increasing","Eastern Towhee","Passeriformes","Passerellidae","Pipilo","erythrophthalmus",10360,"Passerellidae","Passeriformes","AVIBASE-6090278A",13,6,7,0,8,15.4,9.8,5.5,8.2,27,82.3,11.1,70.8,13.6,91.7,40,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Herbivore","Omnivore","Generalist",24.53,51.51,39.13,-85.4,3162018.06
"62","KEWA","N4D","KEWA",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Kentucky Warbler","Passeriformes","Parulidae","Geothlypis","formosa",10588,"Parulidae","Passeriformes","AVIBASE-8C105C3C",19,4,13,2,4,13.8,8.7,3.5,3.7,22.8,66.9,16.6,50,24.9,48.1,14,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Generalist",29.58,44.47,36.24,-86.53,1970256.38
"63","CARW","N4D","CARW",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Carolina Wren","Passeriformes","Troglodytidae","Thryothorus","ludovicianus",8613,"Troglodytidae","Passeriformes","AVIBASE-5217F951",13,3,6,4,10,16.9,11.1,3.2,3.9,21.4,59.4,6.8,52.6,11.4,50.7,19,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",21.45,45.64,35.21,-87.93,3040027.22
"64","COGR","N4D","COGR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Common Grackle","Passeriformes","Icteridae","Quiscalus","quiscula",10535,"Icteridae","Passeriformes","AVIBASE-8BBB3255",10,4,6,0,4,33,21.8,7.3,10.5,35.6,132.9,34.3,98.2,25.9,118.2,105.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Omnivore","Terrestrial",24.53,61.37,44.95,-93.93,8216640.27
"65","EAWP","N4D","EAWP",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.111111111111111,0.00233886749052363,1,0,"Random","Eastern Wood-Pewee","Passeriformes","Tyrannidae","Contopus","virens",5894,"Tyrannidae","Passeriformes","AVIBASE-9891BF73",19,3,7,9,4,14.3,10,6.3,4,14.2,81,25.6,57,31,62.7,13.9,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",27.9,50.6,40.17,-86.94,4080253.15
"66","HAWO","N4D","HAWO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Hairy Woodpecker","Piciformes","Picidae","Dryobates","villosus",3975,"Picidae","Piciformes","AVIBASE-9D06AF89",11,5,5,1,4,31.6,24.1,8.2,8.1,23.1,126.7,32.4,95.5,25.3,81.7,62.7,"Dunning","NA","NO","NA","NA","Forest",1,1,"Carnivore","Invertivore","Insessorial",8.48,68.73,47.81,-105.59,13332874.44
"67","WITU","N4D","WITU",18,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.453254704753736,0,0.222222222222222,0.728379321339319,4,0,"Random","Wild Turkey","Galliformes","Phasianidae","Meleagris","gallopavo",350,"Phasianidae","Galliformes","AVIBASE-9C5ED06A",5,2,3,0,4,48.6,25.9,17.6,15.3,149.2,448.8,115,332.5,26,351.2,5791.4,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",16.91,50.63,37.44,-98.2,7259958.92
"68","ACFL","N4D","ACFL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Acadian Flycatcher","Passeriformes","Tyrannidae","Empidonax","virescens",5873,"Tyrannidae","Passeriformes","AVIBASE-2778A3F4",48,5,8,35,5,13.3,9.1,6.1,4,17.1,71,19.9,52.1,27.5,58.8,12.6,"Dunning","NA","NO","NA","NA","Forest",2,3,"Carnivore","Invertivore","Insessorial",26.59,45.34,36.73,-87.99,3006134.68
"69","EAPH","N4D","EAPH",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Eastern Phoebe","Passeriformes","Tyrannidae","Sayornis","phoebe",5871,"Tyrannidae","Passeriformes","AVIBASE-62CA2AF8",5,2,3,0,4,17.4,9.7,5.5,4.1,17.7,83.9,17.4,66.7,20.6,70.1,19.7,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Insessorial",28.79,65.21,47.3,-95.73,6246276.45
"70","HOLA","N4D","HOLA",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Horned Lark","Passeriformes","Alaudidae","Eremophila","alpestris",7331,"Alaudidae","Passeriformes","AVIBASE-FC0A1D95",14,6,8,0,4,13.9,9.2,4.2,5,23.5,108.1,41.7,66.2,38.6,71.4,33.3,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Omnivore","Omnivore","Terrestrial",4.06,77.73,53.86,4.61,35118904.89
"71","CLSW","N4D","CLSW",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Cliff Swallow","Passeriformes","Hirundinidae","Petrochelidon","pyrrhonota",7697,"Hirundinidae","Passeriformes","AVIBASE-F5C181CA",12,3,5,4,4,11.3,5.9,4.5,3,12.6,109.3,54.2,56.4,49,49.2,21.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Aerial",16.24,66.98,46.7,-108.51,11994340.08
"72","EUST","N4D","EUST",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","European Starling","Passeriformes","Sturnidae","Sturnus","vulgaris",8683,"Sturnidae","Passeriformes","AVIBASE-94A44032",28,11,17,0,10,30.2,18.5,6.6,6.5,29,128.3,49.2,79.1,38.4,65.8,77.1,"Dunning",NA,"NO",NA,NA,"Human Modified",3,2,"Omnivore","Omnivore","Insessorial",24.55,71.19,50.32,52.41,17082191.68
"73","WAVI","N4D","WAVI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Warbling Vireo","Passeriformes","Vireonidae","Vireo","gilvus",6399,"Vireonidae","Passeriformes","AVIBASE-66AA469C",21,5,13,3,11,14.3,7.5,3.7,3.7,17.6,70.1,16.5,53.5,23.5,51.3,12.7,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",16.11,66.86,45.21,-105.84,9680437.56
"74","DEJU","N4D","DEJU",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",10412,"Passerellidae","Passeriformes","AVIBASE-05FF3C9B",8,3,5,0,4,11.6,7.8,4.5,5.3,21.1,75.2,16.4,58.6,21.9,63.8,19.5,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Herbivore","Granivore","Generalist",30.59,70.27,53.3,-109.7,10167654.77
"75","LALO","N4D","LALO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Lapland Longspur","Passeriformes","Calcariidae","Calcarius","lapponicus",10246,"Calcariidae","Passeriformes","AVIBASE-3534E4CE",7,1,6,0,4,12.3,8.9,5.8,6.8,21.1,94.9,29,65.7,30.7,67.8,27.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Granivore","Terrestrial",50.82,83.11,68.82,-6.27,8536158.76
"76","NRWS","N4D","NRWS",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Northern Rough-winged Swallow","Passeriformes","Hirundinidae","Stelgidopteryx","serripennis",7753,"Hirundinidae","Passeriformes","AVIBASE-B90C04E9",21,9,8,4,5,10.5,4.8,3.4,2.5,11,107.5,55.1,53.6,50.7,47.8,15.7,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Invertivore","Aerial",9.87,56.43,39.57,-100.58,9837317.43
"77","SPTO","N4D","SPTO",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Spotted Towhee","Passeriformes","Passerellidae","Pipilo","maculatus",10358,"Passerellidae","Passeriformes","AVIBASE-0B0BC750",13,5,8,0,13,17.4,10.3,6,8,28.4,85.8,11.8,74,13.7,99.4,39.3,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Omnivore","Omnivore","Generalist",14.26,54.19,41.83,-112.1,3630810.42
"78","STFL","N4D","STFL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Scissor-tailed Flycatcher","Passeriformes","Tyrannidae","Tyrannus","forficatus",5738,"Tyrannidae","Passeriformes","AVIBASE-6F65F82B",5,2,3,0,3,22.4,13.9,7.6,6,18.6,121.2,45.1,74.9,37.5,214,39.3,"Dunning",NA,"NO",NA,NA,"Human Modified",2,3,"Omnivore","Invertivore","Insessorial",24.1,40.59,33.46,-98.04,1445850.08
"79","TUVU","N4D","TUVU",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Turkey Vulture","Cathartiformes","Cathartidae","Cathartes","aura",2953,"Cathartidae","Cathartiformes","AVIBASE-36B3872D",6,0,2,4,4,51.5,27.6,14.3,17.2,54,508.5,135.6,369,26.9,244,1518.2,"Dunning",NA,"NO",NA,NA,"Human Modified",3,2,"Scavenger","Scavenger","Terrestrial",-55.72,54.31,6.76,-77.26,28126442.74
"80","CAGO","N4D","CAGO",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.111111111111111,0.00233886749052363,1,0,"Random","Canada Goose","Anseriformes","Anatidae","Branta","canadensis",408,"Anatidae","Anseriformes","AVIBASE-B59E1863",10,5,3,2,8,50,28.2,19.9,15.3,73.3,422.9,206.5,210.9,49.4,121.6,2811.7,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",26.42,73.07,53.3,-104.21,12236810.45
"81","GTGR","N4D","GTGR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Great-tailed Grackle","Passeriformes","Icteridae","Quiscalus","mexicanus",10540,"Icteridae","Passeriformes","AVIBASE-5CBA3391",18,8,10,0,4,43.3,29.2,8.2,11.5,47.9,168.6,46,126.4,26.8,170.1,160.5,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Omnivore","Omnivore","Terrestrial",-3.64,43.84,29.28,-101.43,5121812.21
"82","AMGO","20B","AMGO",18,15,0.833333333333333,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.777777777777778,0.888888888888889,0.032598209539065,3,0,"Recurrent","American Goldfinch","Passeriformes","Fringillidae","Spinus","tristis",10229,"Fringillidae","Passeriformes","AVIBASE-C9ABA616",9,4,5,0,8,11.5,8.2,4.3,6.3,13.5,69.8,19.1,50.3,27.6,48.3,12.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",31.4,57.36,44.46,-96.32,7802444.22
"83","AMRO","20B","AMRO",18,5,0.277777777777778,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.333333333333333,0.222222222222222,0.0858445962008614,5,0,"Random","American Robin","Passeriformes","Turdidae","Turdus","migratorius",8976,"Turdidae","Passeriformes","AVIBASE-103427C5",14,8,6,0,5,23.4,12.5,5.6,6.8,32.7,127,36.9,90.3,29,95.7,78.5,"Dunning",NA,"NO",NA,NA,"Forest",3,3,"Omnivore","Invertivore","Generalist",15.92,70.58,50.87,-106.8,16455945.96
"84","ATSP","20B","ATSP",18,6,0.333333333333333,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0.617075077451974,0.222222222222222,0.444444444444444,0.709173964822348,9,0,"Random","American Tree Sparrow","Passeriformes","Passerellidae","Spizelloides","arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","BAOR","20B","BAOR",18,11,0.611111111111111,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0.333550254111905,0.444444444444444,0.777777777777778,0.770575585597288,10,0,"Random","Baltimore Oriole","Passeriformes","Icteridae","Icterus","galbula",10491,"Icteridae","Passeriformes","AVIBASE-5110842F",23,10,12,1,10,21.1,13.3,5,6.4,23.4,92.1,25.5,67.4,27.4,73.3,32.8,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Omnivore","Invertivore","Insessorial",30.82,58.5,43.69,-91.8,4604558.64
"86","BEVI","20B","BEVI",18,17,0.944444444444444,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,0.638163195084119,2,0,"Random","Bell's Vireo","Passeriformes","Vireonidae","Vireo","bellii",6417,"Vireonidae","Passeriformes","AVIBASE-C3168495",13,3,10,0,4,13.5,7,3.7,3.7,19.2,55.7,10.8,44.9,19.4,44.1,8.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",21.36,47.35,34.81,-99.81,2636566.53
"87","BHCO","20B","BHCO",18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,"No_change-present","Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater",10527,"Icteridae","Passeriformes","AVIBASE-1E1AB415",5,2,3,0,4,17.6,11.1,5.8,8.9,24.7,105,33.9,68.8,33,69.8,40.3,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Terrestrial",17,67.45,43,-101.66,11727469.53
"88","BLGR","20B","BLGR",18,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.453254704753736,0,0.222222222222222,0.00023655809370579,1,0,"Random","Blue Grosbeak","Passeriformes","Cardinalidae","Passerina","caerulea",10712,"Cardinalidae","Passeriformes","AVIBASE-A7A75EA1",22,7,14,1,7,17,12.3,7.4,10.9,20.3,86.1,19.9,67.2,22.9,64.4,27.4,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Generalist",9.17,46.7,32.93,-98.5,5300267.2
"89","BRTH","20B","BRTH",18,17,0.944444444444444,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,0.638163195084119,2,0,"Random","Brown Thrasher","Passeriformes","Mimidae","Toxostoma","rufum",8839,"Mimidae","Passeriformes","AVIBASE-C8F9F2D0",5,2,3,0,4,30.1,19.3,5.4,6.3,34.2,102.5,14,86.7,13.9,121.8,68.8,"Dunning",NA,"NO",NA,NA,"Shrubland",1,2,"Omnivore","Omnivore","Generalist",25.78,54.12,41.75,-92.94,5678627.88
"90","COYE","20B","COYE",18,17,0.944444444444444,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.888888888888889,0.638163195084119,2,0,"Random","Common Yellowthroat","Passeriformes","Parulidae","Geothlypis","trichas",10595,"Parulidae","Passeriformes","AVIBASE-BA4C8A02",23,7,16,0,5,12.7,7.9,3,3.3,20.2,54.7,8.5,44.3,16.1,49.4,9.5,"Dunning",NA,"NO",NA,NA,"Wetland",1,3,"Carnivore","Invertivore","Insessorial",18.49,65.84,44.7,-101.34,12826786.25
"91","DICK","20B","DICK",18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,"No_change-present","Dickcissel","Passeriformes","Cardinalidae","Spiza","americana",10710,"Cardinalidae","Passeriformes","AVIBASE-592E58CE",9,4,5,0,4,15.1,9.8,5.5,7.5,22.3,77.9,20.3,56.8,26.4,56.1,26.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Omnivore","Omnivore","Terrestrial",28.75,51.42,39.97,-94.69,3462252.57
"92","DOWO","20B","DOWO",18,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.453254704753736,0,0.222222222222222,0.728379321339319,4,0,"Random","Downy Woodpecker","Piciformes","Picidae","Dryobates","pubescens",3972,"Picidae","Piciformes","AVIBASE-1B2A6386",11,5,6,0,5,17.4,12.2,4.9,4.8,15.8,91.3,24.3,65.9,27,58.6,25.6,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",24.53,68.3,48.23,-104.67,12800223.82
"93","EAKI","20B","EAKI",18,5,0.277777777777778,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.333333333333333,0.222222222222222,0.226104342856839,6,0,"Random","Eastern Kingbird","Passeriformes","Tyrannidae","Tyrannus","tyrannus",5734,"Tyrannidae","Passeriformes","AVIBASE-082D833C",10,2,3,5,4,21.5,14.8,8.2,6.5,18.5,116.7,38.6,77.2,33.3,87.6,39.9,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",24.95,65.28,45.77,-98.88,9124093.16
"94","EAME","20B","EAME",18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,"No_change-present","Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna",10451,"Icteridae","Passeriformes","AVIBASE-27410227",13,4,8,1,6,33.5,20,6.1,8.2,39.8,108.1,28.4,86.1,24.8,67.4,91.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Invertivore","Terrestrial",-2.91,50.71,30.39,-84.52,7031582.36
